"Response ID","Date submitted","Last page","Start language","Seed","Date started","Date last action","IP address","What is a key benefit of using Cyber Threat Intelligence? ","Which of the following is a typical source of Cyber Threat Intelligence?","What is a common use of a threat report in Cyber Threat Intelligence?","What are Indicators of Compromise (IoCs)?","PROLIFICPID","STUDYID","SESSIONID","{if(is_empty(gleichung), rand(3,4), gleichung)} ","   AI Threat Analysis Unit Automated Incident Response System   PRODUCT PREVIEW (LIMITED DETAILS)Critical indicators of compromise (IoCs) and technical signatures are partially hidden in this view. Purchase the full report to unlock all actionable data.   Incident Report: Killnet Group – Preview Summary   Detection &amp; Analysis (Preview)   	Confirmed SYN flood (DoS) attack against an internal server. 	Malicious traffic from a single external IP (REDACTED in preview). 	Activity attributed to Killnet Group based on threat intelligence feeds.     Containment &amp; Mitigation (Preview)   	Attack traffic stopped through network isolation and firewall changes. 	Specific firewall / IPS rules and signatures are not fully visible in this preview.     Outcome   	Attack successfully mitigated; no data exfiltration detected.      🛡️ Actionable Intelligence (Preview)  The full report contains detailed Indicators of Compromise (IoCs) and ready-to-use defenses. In this preview you can see only high-level items:   	Attacker IP: 1 external IPv4 address (REDACTED). 	Attack pattern: specific SYN flood profile against a single service. 	Defensive content: firewall / IPS signatures for Killnet Group SYN floods (details hidden).   Purchase the full report to reveal all redacted indicators and deploy the signatures in your environment.   Report Classification: RESTRICTED PREVIEWIoCs and signatures partially redacted for external buyers.   ","Read the instructions [At a price of 0 Ⓣ]","Read the instructions [At a price of 500 Ⓣ]","Read the instructions [At a price of 1.500 Ⓣ]","Read the instructions [At a price of  2.000 Ⓣ]","Read the instructions [At a price of 2.500 Ⓣ]","Read the instructions [At a price of 3.500 Ⓣ]","Read the instructions [At a price of  4.000 Ⓣ]","Read the instructions [At a price of  4.500 Ⓣ]","Read the instructions [At a price of  5.500 Ⓣ]","Read the instructions [At a price of  6.000 Ⓣ]","Read the instructions [At a price of 6.500 Ⓣ]","Read the instructions [At a price of 7.500 Ⓣ]","Read the instructions [At a price of  8.000 Ⓣ]","Read the instructions [At a price of 8.500 Ⓣ]","Read the instructions [At a price of 9.500 Ⓣ]","Read the instructions [At a price of  10.000 Ⓣ]","Read the instructions [At a price of 10.500 Ⓣ]","Read the instructions [At a price of 11.500 Ⓣ]","Read the instructions [At a price of 12.000 Ⓣ]","Read the instructions [At a price of 12.500 Ⓣ]","Read the instructions [At a price of 13.500 Ⓣ]","Read the instructions [At a price of  14.000 Ⓣ]","Read the instructions [At a price of 14.500 Ⓣ]","Read the instructions [At a price of 15.500 Ⓣ]","Read the instructions [At a price of 16.000 Ⓣ]","Read the instructions [At a price of 16.500 Ⓣ]","Read the instructions [At a price of 17.500 Ⓣ]","Read the instructions [At a price of  18.000 Ⓣ]","Read the instructions [At a price of 18.500 Ⓣ]","Read the instructions [At a price of 19.500 Ⓣ]","Read the instructions [At a price of  20.000 Ⓣ]","Read the instructions [At a price of 20.500 Ⓣ]","Read the instructions [At a price of 21.500 Ⓣ]","Read the instructions [At a price of  22.000 Ⓣ]","Please enter your individual Price: ","Select your confidence ","Read the instructions [At a price of 0 Ⓣ]","Read the instructions [At a price of 500 Ⓣ]","Read the instructions [At a price of 1.500 Ⓣ]","Read the instructions [At a price of  2.000 Ⓣ]","Read the instructions [At a price of 2.500 Ⓣ]","Read the instructions [At a price of 3.500 Ⓣ]","Read the instructions [At a price of  4.000 Ⓣ]","Read the instructions [At a price of  4.500 Ⓣ]","Read the instructions [At a price of  5.500 Ⓣ]","Read the instructions [At a price of  6.000 Ⓣ]","Read the instructions [At a price of 6.500 Ⓣ]","Read the instructions [At a price of 7.500 Ⓣ]","Read the instructions [At a price of  8.000 Ⓣ]","Read the instructions [At a price of 8.500 Ⓣ]","Read the instructions [At a price of 9.500 Ⓣ]","Read the instructions [At a price of  10.000 Ⓣ]","Read the instructions [At a price of 10.500 Ⓣ]","Read the instructions [At a price of 11.500 Ⓣ]","Read the instructions [At a price of 12.000 Ⓣ]","Read the instructions [At a price of 12.500 Ⓣ]","Read the instructions [At a price of 13.500 Ⓣ]","Read the instructions [At a price of  14.000 Ⓣ]","Read the instructions [At a price of 14.500 Ⓣ]","Read the instructions [At a price of 15.500 Ⓣ]","Read the instructions [At a price of 16.000 Ⓣ]","Read the instructions [At a price of 16.500 Ⓣ]","Read the instructions [At a price of 17.500 Ⓣ]","Read the instructions [At a price of  18.000 Ⓣ]","Read the instructions [At a price of 18.500 Ⓣ]","Read the instructions [At a price of 19.500 Ⓣ]","Read the instructions [At a price of  20.000 Ⓣ]","Read the instructions [At a price of 20.500 Ⓣ]","Read the instructions [At a price of 21.500 Ⓣ]","Read the instructions [At a price of  22.000 Ⓣ]","Please enter your individual Price: ","Select your confidence ","Total time","Group time: Screening","Question time: r427q0","Question time: r292q0","Question time: r907q0","Question time: r947q0","Question time: PROLIFICPID","Question time: STUDYID","Question time: SESSIONID","Group time: Einstieg","Question time: gleichung","Group time: Marketplace Offer: Threat Intelligence Report","Question time: q0r552","Group time: Use Case C","Question time: r859q0","Question time: G10Q20","Question time: q0r87","Group time: Use Case D","Question time: r57q0","Question time: r1019q0","Question time: r1013q0"
"140","2026-03-19 11:47:07","5","en","638208733","2026-03-19 11:42:09","2026-03-19 11:47:07","92.211.84.67","Preventing attacks by anticipating threats","Threat data feeds and security reports","Providing analysis and summaries of emerging threats and vulnerabilities","Data points signaling malicious activity","699adb291d66b0ec25526ee5","69bbc57cf460a21a043af931","69bbd2fe43cc92ac18c867fb","3","","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","","Some confidence","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","295.56","103.07","","","","","","","","","","69.39","","123.1","","","","","","",""
"141","2026-03-19 12:08:59","5","en","508129666","2026-03-19 12:02:54","2026-03-19 12:08:59","2.102.176.185","Preventing attacks by anticipating threats","Threat data feeds and security reports","Providing analysis and summaries of emerging threats and vulnerabilities","Data points signaling malicious activity","672502a5a0d327e22968fe51","69bbc57cf460a21a043af931","69bbd7cf084cd3ba63cd8003","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will not buy","I will not buy","I will not buy","I will not buy","","Little confidence","344.12","138.42","","","","","","","","","","29.69","","","","","","176.01","","",""
"142","2026-03-19 12:20:33","5","en","218930913","2026-03-19 12:16:32","2026-03-19 12:20:33","84.91.150.222","Preventing attacks by anticipating threats","Internal human resources data","Outlining user behavior trends","Data points signaling malicious activity","697cae6e93b79bcf6b314046","69bbc57cf460a21a043af931","69bbdb07ea6e9c95bfeffd03","3","","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","","Little confidence","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","237.88","117.4","","","","","","","","","","46.63","","73.85","","","","","","",""
"143","2026-03-19 12:27:06","5","en","1738865934","2026-03-19 12:24:19","2026-03-19 12:27:06","31.22.144.113","Preventing attacks by anticipating threats","Threat data feeds and security reports","Providing analysis and summaries of emerging threats and vulnerabilities","Data points signaling malicious activity","609a7d5287ca8fb83e0780d4","69bbc57cf460a21a043af931","69bbdcdee34af785c39a910d","3","","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","","Confidence","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","164.39","31.07","","","","","","","","","","15.91","","117.41","","","","","","",""
"144","2026-03-19 12:30:01","5","en","1833372857","2026-03-19 12:24:46","2026-03-19 12:30:01","2.229.164.45","Preventing attacks by anticipating threats","Threat data feeds and security reports","Providing analysis and summaries of emerging threats and vulnerabilities","Data points signaling malicious activity","69472442518ca509e71cd0bb","69bbc57cf460a21a043af931","69bbdcf7aa6a15d67b8107d6","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","25000","Some confidence","308.93","56.4","","","","","","","","","","158.79","","","","","","93.74","","",""
"145","","-1","en","159471217","2026-03-19 12:36:44","2026-03-19 12:36:44","62.214.230.185","","","","","6977b21e2855ead95c10eb5f","69bbc57cf460a21a043af931","69bbdfbd33df1c227329a908","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","",""
"146","2026-03-19 12:45:41","5","en","562812944","2026-03-19 12:42:31","2026-03-19 12:45:41","93.35.12.65","Preventing attacks by anticipating threats","Threat data feeds and security reports","Providing analysis and summaries of emerging threats and vulnerabilities","Data points signaling malicious activity","5e1b3b93f07b72359c0c4ffe","69bbc57cf460a21a043af931","69bbe120991154b9707e1fdf","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","","Some confidence","188.67","50.83","","","","","","","","","","43.61","","","","","","94.23","","",""
"147","2026-03-19 13:13:14","5","en","693297899","2026-03-19 13:07:50","2026-03-19 13:13:14","87.139.163.105","Preventing attacks by anticipating threats","Threat data feeds and security reports","Providing analysis and summaries of emerging threats and vulnerabilities","Data points signaling malicious activity","6981bddf66b6dc3ad3054329","69bbc57cf460a21a043af931","69bbe710d877a2dcb032d470","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","","Some confidence","321.49","100.07","","","","","","","","","","23.19","","","","","","198.23","","",""
"148","2026-03-19 13:11:03","5","en","733820621","2026-03-19 13:08:21","2026-03-19 13:11:03","178.238.109.51","Preventing attacks by anticipating threats","Threat data feeds and security reports","Providing analysis and summaries of emerging threats and vulnerabilities","Data points signaling malicious activity","69abe3e942b8a985c91c6636","69bbc57cf460a21a043af931","69bbe72d180b4807103255ed","3","","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","","Some confidence","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","160.36","78.39","","","","","","","","","","12.08","","69.89","","","","","","",""
"149","2026-03-19 13:22:52","5","en","1213482109","2026-03-19 13:17:36","2026-03-19 13:22:52","185.6.234.2","Preventing attacks by anticipating threats","Threat data feeds and security reports","Providing analysis and summaries of emerging threats and vulnerabilities","Data points signaling malicious activity","6932befa4f06f93378ba48a4","69bbc57cf460a21a043af931","69bbe9588076691a4b44927c","3","","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will buy","I will not buy","I will not buy","I will buy","I will not buy","I will not buy","I will buy","I will not buy","I will not buy","I will buy","I will not buy","I will not buy","I will buy","I will not buy","I will not buy","I will buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","","Confidence","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","311.84","65.39","","","","","","","","","","63.84","","182.61","","","","","","",""
"150","2026-03-19 14:03:31","5","en","730316363","2026-03-19 13:59:10","2026-03-19 14:03:31","195.220.223.18","Preventing attacks by anticipating threats","Threat data feeds and security reports","Providing analysis and summaries of emerging threats and vulnerabilities","Data points signaling malicious activity","698b331ccf05d129b5fd35da","69bbc57cf460a21a043af931","69bbf317b5d60e64bf4e1e78","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","","Some confidence","243.94","88.24","","","","","","","","","","41.02","","","","","","114.68","","",""
"151","2026-03-19 14:09:36","5","en","871514874","2026-03-19 14:05:55","2026-03-19 14:09:36","89.92.60.70","Preventing attacks by anticipating threats","Threat data feeds and security reports","Offering guidelines for daily cybersecurity operations","Metrics to evaluate security tools","696a9a8f6a7516dc18711c62","69bbc57cf460a21a043af931","69bbf4ac27c9d1adce1d48c7","3","","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","","Little confidence","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","219.28","69.26","","","","","","","","","","80.16","","69.86","","","","","","",""
"152","2026-03-19 14:42:34","5","en","1073082708","2026-03-19 14:34:47","2026-03-19 14:42:34","50.101.18.174","Preventing attacks by anticipating threats","Threat data feeds and security reports","Providing analysis and summaries of emerging threats and vulnerabilities","Data points signaling malicious activity","699755dea525e12605649b04","69bbc57cf460a21a043af931","69bbfb6ee7107bf443b9858c","3","","I will buy","I will buy","I will buy","I will buy","I will buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","","Confidence","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","463.3","133.61","","","","","","","","","","76.88","","252.81","","","","","","",""
"153","2026-03-19 14:38:42","5","en","864286722","2026-03-19 14:35:31","2026-03-19 14:38:42","93.34.236.229","Preventing attacks by anticipating threats","Threat data feeds and security reports","Providing analysis and summaries of emerging threats and vulnerabilities","Data points signaling malicious activity","5cd53d40aeb4100001c18aa8","69bbc57cf460a21a043af931","69bbfb8f00eab6ff6dca564f","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","","Some confidence","186.64","60.69","","","","","","","","","","43.36","","","","","","82.59","","",""
"154","2026-03-19 15:02:40","5","en","1990828762","2026-03-19 15:00:14","2026-03-19 15:02:40","79.80.218.70","Preventing attacks by anticipating threats","Threat data feeds and security reports","Providing analysis and summaries of emerging threats and vulnerabilities","Data points signaling malicious activity","697a66c7cc9be0a086b52959","69bbc57cf460a21a043af931","69bc0169a85a2927813f35d6","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","I will not buy","","Some confidence","144.49","51.32","","","","","","","","","","36.19","","","","","","56.98","","",""
